inputID,input,task,source
fsa11,"It seems like the shade is too small for my car despite measuring windscreen and double checking the measurements in the specifications above. When going to my car of a morning, the shade has fallen down overnight, letting all the light and heat into my car which it's supposed to stop. My rear vision mirror is attached to the windscreen and seems to get in the way of fixing the shade in place too. A friend who was sitting in the passenger seat the first time I used the shade told me I'd been ripped off and even though I laughed, I felt the embarrassment of being tricked. When I was trying to fold up the shade, I hit this friend in the face with it because it's the most awkward shape in small, confined spaces UNTIL you manage to fold it down. Getting it into its little bag is fiddly and time consuming as well. Now, I'm stuck with it. Money wasted.",sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa12,Not happy with this sun shield.  I have opened it but there is no way I can get it closed.  Bad product.  Even after following the directions it still won’t fold up.  Save your money. I would love to send it back as it’s useless.,sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa13,"Cheap and avg quality, wouldn’t buy it I’d seen them. I thought there was supposed to be padding, it thin flimsy material. Sun still comes through the cheap material. Avoid",sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa14,"Impressive delivery times except the product is not what I ordered. Not even close! Wrong type; one large continuous shield rather than the two small ones in this ad that I ordered. Wrong size; I ordered small and you delivered X-LARGE, not large but X-LARGE! Totally useless.",sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa15,"It is too fluffly to stay in place, bends over easily, ended up discarding it",sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa16,Much smaller than advertisedDoesn’t fit windscreen !!,sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa17,Absolutely useless. Impossible to fold. Nothing to secure it to the windscreen. Don't waste your money.,sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa18,"Bad product, save your money and spend it on a different brand",sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa19,The wires punctured through the fabric within 2 weeks - something a small plastic wire covering would’ve easily fixed. Terrible quality,sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa20,"The product does not properly cover the full windshield, leaving a gap between the 2 panels. Size is not correct, therefore I’m returning it.",sentiment analysis,https://www.amazon.com.au/product-reviews/B073HBKS4W/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa21,Nothing about these are soft at all yeah it’s pretty cheap but if i knew it wasnt going to be soft i would’ve bought one for abit more money than have hard ear buds that hurt,sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa22,"I don't understand why one side of the seal was open, I just hope the cotton buds are safe and hygienic to use. Not buying again.",sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa23,Bend easily. Worse quality than the ones I buy at the supermarket.,sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa24,Relegated these to the garage.Could not use to clean ears as edges were sharp and the amount of cotton on the end was insufficient to make it comfortable.,sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa25,The box didn’t have any seal on it and easy to open which made me worried about its hygiene.,sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa26,"the lid for the product doesn't even get close to sealing, its basically just sitting on top so no matter how careful the delivery crew is, you're still 100% going to have cotton buds all inside the box, in my case i ordered 3 of these.. that's 450 cotton buds i had to find and place back in their little container.as for the actual item, they're horrendously hard for some reason, using these in your ears feels like sticking a pencil or something in there.tl;dr: terrible container wont seal so all of buds will be through the shipping box & the product itself is harder than a rock.",sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa27,Worst than the eat buds you get from the cheap ahp ... literally like a stick off a tree. My ears hurt for days after using,sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa28,"These things aren't very soft, they are quite hard. When cleaning ears it's like scraping your skin with a wooden stick. The price is good though. But I would recommend basically any other brand I have ever tried over these.",sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa29,"I mean, they work.. but the stick is extremely weak & ends up really bent. Coles brand are much better than these, thought I was upgrading.. nope.",sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa30,The buds seem ok and standard but unfortunately the lid was open and not sealed when I opened the parcel.,sentiment analysis,https://www.amazon.com.au/product-reviews/B009RCPQ42/ref=acr_dp_hist_2?ie=UTF8&filterByStar=two_star&reviewerType=all_reviews#reviews-filter-bar
fsa31,As described and working,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa32,I've been using mine for nearly a year now. Still pretty strong eslactic. I use them 4 times a week and have taken them overseas trips for alternative lifting exercises. So easy to travel with. I recommend these.,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa33,"Good material, value for money. I missed ordering the option which comes with accessories, need to order them separately. Good to order them together.",sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa34,good range of resistance,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa35,great value when compared to retail outlets and there is no compromise on quality. I recommend purchasing these resistance bands over others.,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa36,Gets us through our at home workouts during the week - very handy!,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa37,"Great quality and excellent value for these bands, use them all the time and never have any issues. Thank you",sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa38,Good quality rubber considering they are way cheaper than what I would have to pay in stores.  Love the color combinations too.  The fact that it comes with storage back is handy to keep my exercise equipment neats.,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa39,The bands provide resistance training for all muscles when you don't have the time to travel to the gym.Easy to use at home whenever you need.I hope to get arm & shoulder strength back to where I felt comfortable 5 - 10 years ago.,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa40,Works good for me.,sentiment analysis,https://www.amazon.com.au/product-reviews/B08B18HYH6/ref=acr_dp_hist_5?ie=UTF8&filterByStar=five_star&reviewerType=all_reviews#reviews-filter-bar
fsa41,I bought the Breville ones. Pricey but they work well. I’ve had a couple of Breville machines and they’ve fitted all of them which is good.,sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa42,"The filters arrived very crushed and flat, it was difficult to get them back to the correct shape to fit into my coffee machine. They seem to work well once reshaped though.",sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa43,"It is a great choice to make best coffee but it is too expensive for what it is. It got 15pc more expensive in a year as well so I reduced my rating from 4 to 3 stars. If it gets this much expensive in a year like this again, I will buy something else.",sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa44,I replaced my filter and discovered that one of them was just all gel while the others also had charcoal. It swelled up so much I couldn't fit it in the filter case. Is this some kind of defect?,sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa45,Not much to say other than accurate replacement but horribly overpriced.,sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa46,"If these are indeed the same ones that come with the machines (ike the BES840XL for example), then you'd likely be financially better off buying a competitors version. Why?  Here's why.I just replaced my first filtre for my BES840XL, and because I like to know what makes things ""tick"" i cut open the filtre. Inside the ""stock"" filtre that came with the machine was your standard ion-exhange resin ([...]) - the activated charcoal is not immediately apparent, which means its probably part of the encasing material, so small you cant see anything, or simply non-existent. When wet/saturated these filtres get a slight orange-to-pink-ish tinge to them, so after soaking the new replacement filtre from this box as per the instructions, i noticed that the same colour properties were shown. This is a good thing - it means that the replacements are indeed the same that you get with your machine when purchased new, so, if you like knowing you have the ""authentic"" product, then go for it!However; if you're of the type that like to save as much money as you can (given espresso is a niche, expensive market) then continue reading.On amazon.ca/.com there are other suppliers of ion-exchange filtres designed for these machines which would serve you exactly the same as these ones, but for significantly less price. Should these still be available when i need to resupply, i will be sourcing the competitions simply because of they're cheaper.",sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa47,"These filters work fine, but they are not charcoal as stated.",sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa48,"Yes, filters are essential, and yes, these do work as specified; HOWEVER, the Goldtone BWF100 are just as compatible and work just as well and are almost half the price of these. Just putting that out there.",sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa49,I soaked the filter before fitting it back but seems this is slightly oversized then the original one though it claims to be the same. Was a little hard to fit in but not a showstopper. I wish it was a little cheaper anyway.,sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa50,friends told me that there were some health issues with the product. I still use it because of the manual.,sentiment analysis,https://www.amazon.com.au/product-reviews/B000VX44OO/ref=cm_cr_unknown?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar
fsa51,"Unfortunately, I have to say that I'm quite disappointed with this product. After giving it a try, I feel like I've wasted my money.Even when I'm inside the house, the tag is extremely difficult to find, which is a major drawback. Moreover, the sound quality is insufficient and doesn't seem to be helpful at all.I strongly advise you against purchasing this product, as I believe it's not worth your hard-earned money.",sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa52,"purchased the item and did not activate until a month an a half later, the device could not connect to my iphone.  My IT person at work tried and said it was faulty",sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa53,I bought I two pack and only one arrived ? What’s the go with this ????,sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa54,"Used it on one trip, seemed to show the location of my luggage. When I next tried to pair to my phone (after 6 weeks), nothing. Bought new batteries - nothing. Just rubbish.",sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa55,Tag will not connect to Bluetooth. Purchased as a gift for a travelling family member. Disappointing purchase,sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa56,Didn’t work,sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa57,The media could not be loaded.,sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa58,"Tile can find your phoneAirtag cannot find your phoneSo disappointed that I bought Airtag.The Airtag can only be used to find your phone if it is attached to the iPhone. But then you have to use your iPad or IBook to make the tag beep- very difficult, unlike Tile, press a button and your phone beeps;Whereas Tile- you can press a button and your phone will start beeping.If Tile or Airtag are attached to your lost keys, for example, you open the App on your phone and the Tile or Airtag will start beeping.Most people lose their phone more often than their keys, so this is a serious limitation.Only diehard Apple lovers would recommend this- religious fervour!",sentiment analysis,https://www.amazon.com.au/product-reviews/B097QLTKK5/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa59,Good,sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa60,"It's a nice hand wash with a foam pump feature. I bought a few while it was on sale. However, the pump head is a little misaligned so it's a little awkward to pump sometimes. Otherwise, everything else is good.",sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa61,"The handwashing liquid has a nice scent. Also the bottle limits the output amount to reduce wastage. However, the bottle is a bit fragile, one slippery press and the bottle top is cracked.",sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa62,"I liked the smell of soap, but finished very quikly. It is very less amount. The price is reasonable as wel. Moderate",sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa63,"This is my new favourite hand soap, it’s perfectly foamy, the scent is INCREDIBLE, and it leaves my hands soft",sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa64,Smells nice and is a good price.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa65,Everyone at home loves the smell. And ofcourse a good value for money.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa66,Good value everyday use.,sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa67,"Works ok, but apply to your hands before adding water. This just runs off wet hands",sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa68,Nice smell,sentiment analysis,https://www.amazon.com.au/product-reviews/B0778X27W1/ref=acr_dp_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar
fsa69,It broke within a couple of months. The supplier said they would send out another one but never received it. I purchased a different brand and supplier after this. No way I would buy this brand again.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa70,I’m not going to use this item and can’t return it because postage is too expensive. It’s too short and looks flimsy,sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa71,Came out to my bike on the floor damaged and the lock snapped at the keypad !!!?!? My handles bars are broken and will need to be fixed. please do not buy!!!!,sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa72,"Item just broke , can’t lock it at all lock disconnect and broken",sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa73,"The bike lock is too short, I can’t even lock the wheel and the bike together",sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa74,Lock broken on a simple pull. Very brittle material on the lock side. See picture.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa75,"this lock is quite thin and weak, and cutting it is not hard... if you want a lock, do yourself a favor. getting one legitimate... not this one...",sentiment analysis,https://www.amazon.com.au/product-reviews/B09JSQXKC9/ref=acr_dp_hist_1?ie=UTF8&filterByStar=one_star&reviewerType=all_reviews#reviews-filter-bar
fsa76,I ordered a medium sized towel. It turned out to be too small for my needs. I shd have looked at the dimensions before ordering.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
fsa77,The stitching has come away from the fabric after taking it out of the packet. The towel folds out quite large and packs up compact so perfect for travel.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
fsa78,Light weight and fold in to small. Bought to use as a travel towel. Absorption is good. But hard to use as this slips over body instead of wipe it through. You have to use few wipes over same area to get a decent dry.,sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
fsa79,"These are... ok. Can't say anything bad, but definitely aren't shouting from the rooftops about them. Would probably just dish out a few more dollars for better microfibre, but they aren't bad for a last resort when the others are in the wash.",sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
fsa80,"This is def light weight. It's also a very bright Fluorescent Yellow, positively painful to see, and not lime green. The dark blue contrast edge stitching is badly done without any attempt to finish all the ends off. I lost count of how many there are. On one side it's every few inches!!Definitely too expensive for the quality :(",sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
fsa81,This towel does the job but its quite small and feels a bit odd,sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
fsa82,I did not like the fabric or the colour. Would not order that again,sentiment analysis,https://www.amazon.com.au/product-reviews/B09H5RWQPW/ref=acr_dp_hist_3?ie=UTF8&filterByStar=three_star&reviewerType=all_reviews#reviews-filter-bar
