inputID,input,task,source
ftd15,"And, of course, Peiser is more than just a social anthropologist. He's one whose recent research has focused primarily on the social aspects of climate change and is thus at least as qualified to comment on the state of consensus as a historian. Regarding his study, it hasn't been published in a peer-reviewed journal, but the results have appeared in many reliable sources. In effect, it should be treated no differently than as if Peiser himself (or any other scientist) had verbally relayed the conclusions directly to a reporter. Literally tens of thousands of Wiki articles contain such references direct quotes from scientists, which appear in no other source but through the medium of a reputable reporter.",toxicity detection,
ftd16,"You should be fired, you're a moronic wimp who is too lazy to do research. It makes me sick that people like you exist in this world.",toxicity detection,
ftd17,"It looks to me like he is violating WP:NPA, but it's pretty minor. I'll point this out to him, and if you two are having a content conflict then you can try the Mediation Cabal. By the way, it's generally easier to sign with ~~~~ than typing out . Have a stop by in the IRC channel if you want further advice, by the way. ||| Talk",toxicity detection,
ftd18,"A pat on the head
KC, you are one of the most dedicated Wikipedians I know and I'm madly in love with you. I'd give you a Barnstar but in the end you'd just chew it up and bury it. Instead, let me offer this metaphorical pat on the head: """"That'll do Pup, that'll do."""" see you around ) Tropics """,toxicity detection,
ftd19,Note that the Sandbox is the right place to experment. Thanks!,toxicity detection,
ftd20,"friesers opinion is simple i guess. kursk was no turning point, german were on retreat before and after. i think hes correct. russians had more personnel before and after they improved their skill ( glantz ) this in combination forced germans to retreat only. the losses were not the problem, after the battle of kursk the tanks and infantry strenghts were more in favor for germans then before... , some weeks after kursk german tank strenghters were higher than before kursk ( zetterling )",toxicity detection,
ftd21,"Oh, I didn't know, thanks.",toxicity detection,
ftd22,Your piece on Lois Roisman omitted much of her background and everything to do with her death. I have updated it. Please review if there's anything you want to add,toxicity detection,
ftd23,know the sex of the foetus,toxicity detection,
ftd24,I think that your a Fagget get a oife and burn in Hell I hate you 'm sorry we cant have any more sex i'm running out of conndoms,toxicity detection,
ftd25,"Sorry, the link you gave me is dead. And I formatted in harvnb, so plz help in that matter.",toxicity detection,
ftd26,"That was me, loser. The UN defines Vietnam to be part of Southeast Asia. And far as I know Vietnam is part of ASEAN, and used to be part of French Indochina with Laos and all those shit countries Anyway your culture has always been more influenced by SEA than Han Chinese (as in proper Yangtze Han Chinese, not the fringe indigenous tribes in Guangzhou/Guangxi). Just admit that you vietnamese are all a bunch of wannabe crap people. ALL the east asian people I've spoken to thinks of Vietnam as a very integral part of SEA, and we all think you're backward, dirty and speak in a horrible swearing language. Doesn't matter what crap you spout on Wikipedia, won't change the way people in the real world think.",toxicity detection,
ftd27,"wow. i understand that the sentance I """"added"""" was not crucial and really does not change the content. But what is this?! has the community not gotten smaller? was it not caused by the automobile? have I not sourced the statement as asked? is it not a fact? is it not information? does it not help inform people as to why foresters falls is not as large as it seemingly once was? is it not the only peice of information in the article that bridges the span of time between 1870 and present? is the usfullness of the edit the only criteria used to determine if it will be reverted or not? if so it should be noted that I simply re-added the information after it was removed. was not the removal frivilous and unwarranted? what is the problem? why insist on the absence of this statement? it is unjustifiable. it is negligible. I am re adding the information as it is: A)factual, B) sourced, and C) informative. I assume that since there is no reason to remove it again (or in the first place) that you and all other Wiki Nazis will relax. If you are concerned with useless edits please see the edit fom the 26th. I know it was carried out by the great infallable Mindmatrix but imho that was the first useless change. """,toxicity detection,
ftd28,Mendel doesn't talk about those changes at all. Mendel was refering to the Conspiracy section that used to be there. 16:53,toxicity detection,
ftd29,"Please do not vandalize pages, as you did with this edit to Budweiser (Anheuser-Busch). If you continue to do so, you will be blocked from editing. ",toxicity detection,
ftd30,"Correct, Dead is dead. There are, however, leves of wounds, hence the emphasis when they are serious. This is not a POV adjective.",toxicity detection,
ftd31,"I fixed the pic, if anyone still feels that it should move it can be done.",toxicity detection,
ftd32,Sorry to interrupt but I'm at 1200 edits now... the first 200 were likely just on my own pages and because I was asking for help so much so maybe just 1000... or maybe less... but it still kind of counts,toxicity detection,
ftd33,"Absolutely, use of that word is strongly misleading, even with '-like'. The structure had nothing to do with mastaba - a burial chamber basicly. Mastaba by definition has entran & ceinner space.
This structure was one solid pile of rocks, with no inner space or entrances.
It was ment as a wall fragment.",toxicity detection,
ftd34,"I just noticed that the neutrality of this article is disputed (not by me). In light of that, I again ask that my post here, and my invitation to discuss how and whether neutrality can be achieved, not be deleted. It is highly relevant, and relatively urgent (bearing in mind the rule that there are no emergencies on Wikipedia, in time convergence on Truth will be achieved.",toxicity detection,
ftd35,"editors don't care about your """"explanations"""" if they're not accompanied by reliable published sources. I could """"explain"""" why I thought dogs ate cats but I would get the same reception if I didn't provide sources. Stop edit warring and present sources. talk to me """,toxicity detection,
ftd36,I have no idea & it wasn't me on doing that,toxicity detection,
ftd37,"The two above sockpuppet/impersonator accounts, including",toxicity detection,
ftd38,"Oh, also wouldn't films that are named Three or some variation thereof be listed on the disambig page and not on here? JUST WONDERING BECAUSE IT MAKES MUCH MORE SENSE TO ME (I apologize in advance for certain individuals who are too sensitive to hear the truth)",toxicity detection,
ftd39,"I'd like to request KLM for a GA-class review. Can anyone do that? It seems to have many similar stuff to other GA's, such as Kenya Airways and Ethiopian Airlines. Cheers. '''BreaksFixes'''",toxicity detection,
ftd40,"I don't at all propose that it should be transcribed as [meːn] in this or any other article. If anything at all, just a brief mention of the raising of TRAP and MOUTH in a pre-nasal environment would suffice. I just thought it was an American thing to raise before nasals (I do it myself), but I often hear Aussies do it quite a bit as well, and I don't hear English people do it at all. The only difference is that Americans have a tendency to diphthongize it as well as raising it. 
I'm not really surprised you don't have a broad accent, being a Wikipedian. I'm not saying it's not possible.
You're right; I was just kind of thinking aloud.",toxicity detection,
ftd41,"Homosexuals are intent on legitimizing their behavior. Therefore, they will seize any opportunity to suggest that famous persons are gay. In this way, their way of life will be received as being not only harmless, but perfectly normal. As generations of people grow from childhood to maturity and are exposed to this strategy, they increasingly develop a tolerance for homosexuality. In this way, it is now almost universally accepted as a diverse or alternate behavior or way of being, similar to a religion, race, or nationality. Lestrade",toxicity detection,
ftd42,This article was a non-notable biography according to the criteria set out in WP:BIO. (aeropagitica),toxicity detection,
ftd43,"I placed a wikipedia-link in this article where the word """"Sacramento"""" appears. Another editor, who appears to be stalking me and is reverting everything that I do, claims that I am """"overlinking"""" by doing this. I have read the policy, and think I understand it, and I disagree with him. The word """"Sacramento"""" was not linked anywhere else in this article before I made the link, and I think that my link provided good context for a reader who did not know Walnut Creek but thought that maybe they knew Sacramento. Was there anything wrong with my link? I would like someone objective to give their opinions. 74.234.45.208 """,toxicity detection,
ftd44,"Neither of you guys has made any contribution to this Italian history article other than to shove your unhistorical unconstructive modern POV in my face.
This is a HISTORY article. HISTORY.
Have you heard of that?
This is the reason why so many people get pissed off about the pedantry and idiocy and triviality of Wikipedia.",toxicity detection,
ftd45,Reliable sources indicate otherwise. Please do not insert your personal analysis into the article.,toxicity detection,
ftd46,"I did research thank you very much, and it is not in the relevance of the article. I think you may have to reseacrh WP:EL to amke sure you realise the facts about why these links are being deleted. I am willing to agree with people that only the official sites should be there, therefore I shall delete the game site and the otehrs now.",toxicity detection,
ftd47,"A """"TotallyDisputed"""" notice would probably be appropriate, given the depth of disagreement that exists here, but I cannot understand why highlighting statements identified by some as """"dubious"""" would constitute """"disfiguring the article"""". SlimVirgin has also used that wording recently, but I rather think that inaccurate and irrelevant information is more of a """"disfigurement"""" than is a template notice.

To answer your second question: my """"side"""" has brought forward a proposal, and the other side has not yet responded. This is sadly consistent with recent patterns of delay. (I'll make no comment on whether or not this is a deliberate strategy.) """,toxicity detection,
ftd48,I've abused NOTHING. Your threats are extremely disrespectful to the rules of Wikipedia. All I have ever done is tried to improve the quality of Wikipedia articles and maintain the standards of quality. I should NOT be treated like a vandal who only registered to muck up articles. My account should not be blocked. I should be an administrator. ( ),toxicity detection,
ftd49,Give me a permanat block raseac....!!! remember me....!!! Muslims dont you worry for these images they are trying to hurt us but they cant look these images are fake and have nothing to do with Islam or our prophet even their article is so lame wikipedia is not an authentic source its an encyclopedia for the kids which has not authenticity anyone can edit or write whatever they think...just like raeasc you can see he does not knows what Islam is and he talks about it so forget about wiki its lame they have no authenticity...i recommend they should add pissed christ in jessus article....they should...,toxicity detection,
ftd50,"Hi! I still did not have time to write the articles about the fundamentals of the Romani culture and society (that would have permitted a normal presentation, beyond the stereotypes), I hope in the near future I'll manage to do it. From the last discussion I just managed to organize better Category:Romani people by country and Category:Romani people by occupation and create some more articles about Romani persons.",toxicity detection,
ftd51,"I asked him a question about recall, maybe that would make you less troubled. account",toxicity detection,
ftd52,says no consensus was ever reached as he reverted my edits here:,toxicity detection,
ftd53,I FIND IT DIFFICULT TO CONTROL MY EMOTIONS and I still feel that Mr Logy Wogy was bad.,toxicity detection,
ftd54,"Attacking another editor. How? I am trying to make a point about how easy it is to edit Wikipedia and his piece on George Orwell's page proved my point. It is common place for Wikipedians to help each other make better and a lot lesser bias edits and that is all i was trying to do. So if you wouldn't mind, please could you remove that warning.",toxicity detection,
ftd55,"Please see ref 1, 4 , 5 & 6 of this article, mentioned by Wikipedia for Youngest Patent holder of India. Moreover I mentioned about news & latest book about real life heroes, by providing notable & reliable reference. Do not you feel DNA group is reliable & notable reference as Its page exists on Wikipedia. Do you really believe that, what ever or who so ever provide information for this article is having bad intentions. In your words sock/meatpuppets. Did i asked/suggested anything from you to edit or write. I am a free man to send information & You are a free person to analyse it. Are you above Wikipedia? When ref 1, 4 , 5 & 6 of this article, mentioned by Wikipedia for Youngest Patent holder of India for the subject..Why you speak in bad words...Your words verbatim """"Any book or review which repeats the """"India's youngest patent holder and the youngest disabled patent holder in the world"""" claim that Bhati and his supporters are pushing fails as a reliable source."""" How can you discourage people from sending information, which is relevant, reliable & notable122.161.30.232 """,toxicity detection,
ftd56,"Hence why I removed it, content of that nature is not suitable for wikipedia (proscribed by WP:NOT) but perhaps for one of its sister projects, such as wikia.",toxicity detection,
ftd57,"I've removed this statenment as it doesn't really relate to the episode much, plus it's kinda off topic.",toxicity detection,
ftd58,"I have hard, that others have said this.. should this be included? That racists sometimes say these.",toxicity detection,
ftd59,"Regarding edits made during December 11 2006 (UTC) to José Mourinho
Thank you for experimenting with Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. If this is an IP address, and it is shared by multiple users, ignore this warning if you did not make any unconstructive edits.",toxicity detection,
ftd60,"Hello, and welcome! Although everyone is welcome to contribute, at least one of your recent edits, such as the one you made to Smoke bomb with this edit, did not appear to be constructive, and has been reverted or removed. Thank you! 1992 """,toxicity detection,
ftd61,"You are wrong. Although I was blocked on some occasions, I was never blocked for Sockpuppetry or Vandalism. It was because of disputes on multiple topics with various socks of user:Hkelkar & user:VandalPetrol, both of which are permabanned. I have never used any other account. If you are permitted to edit then you should get other accounts deleted which says you are indeffed. No-Blast ",toxicity detection,
ftd62,i only deleted personal attacks,toxicity detection,
ftd63,"Please, please, continue. Tell me what you really think.",toxicity detection,
ftd64,I'm moving this to the talk page.,toxicity detection,
ftd65,"Very well. I see that consensus has formed to show that they are indeed not POv but bad judgement on my part. Thanks for the comments anyway.Coldplay Expért Let's talk """,toxicity detection,
ftd66,"The organization of sub-topics. Culture is thrown way down towards the end, after economy and tourism, which is inappropriate. The information section is unnecessarily loaded with history and detailed geography, which makes it not only uninteresting, but also repetitive. Information is interspersed all through the sub-sections, without regard to whether or not they fit there. Eg, the Geography section starts with the fact that UP is the 5th largest state. That is not strictly geography, and belongs in the introduction. Climate belongs towards the latter part of the page, perhaps before toursim. Regions and cities is not such an interesting combination. In any case, """"Cities of Uttar Pradesh"""" can be an interesting topic on its own, because, UP has several interesting cities (and regions) each with specialities of its own (like the copperware of Moradabad, ceramics of Khurja and carpets of Bhadohi). In fact I remember there used to be such information in the article before.( )""",toxicity detection,
ftd67,"I don't know the answer to this, but

Legally, how is it possible for a private citizen to violate another private citizen's civil rights?
I don't know if this is the section Nelson was charged under in the federal case, but if anyone could explain this, I would appreciate it.

You can argue whether or not the outcome of the state murder trial was justified, that's really not my concern here, since it's a dead letter. I'm concerned about whether the subsequent civil rights prosecution was legal. If the state murder acquittal was a miscarriage of justice, it's not the first time. Look at Issei Sagawa. Part of having a mature understanding of this sort of thing is to realize that the criminal justice system isn't perfect, and that it is inevitable that innocent people will be convicted, and that guilty people will be acquited, from time to time. That's the price you pay for having a legal system; in the end someone has to make the decision, and sometimes they may not necessarily get it right. I don't think it's going out on a limb to say that the Sagawa case is completely beyond all reasonable belief.",toxicity detection,
ftd68,If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! ,toxicity detection,
ftd69,"I've seen a few articles where band members have their name, sollowed by (deceased). Whats wrong witht that? It's just a little extra information for people who do not already know this. Surely this is the main reason such the articles exist in the first place, or even why the whole wikipedia site exists! What's so bad about adding this word after people's names if they are no longer with us? It is factual, non-opinionative and does not slate them in anyway.",toxicity detection,
ftd70,"Fatima bint Asad 
I noticed you added a large chunk to this article recently. Could you post your sources (webpages, books, etc.)? It would be really helpful. Thanks. 23:56, July 29, 2005 (UTC)",toxicity detection,
ftd71,"I added information about Mayor de Blasio's announced decisions about Charter Schools but someone removed the factual information because they said it was not referenced. It was factual but not referenced. I tired to add the information again with references but was not successful. 

I correctly added the race and sexuality of Chirlane McCray ONCE but someone (the same person who removed the factual information I provided under Charter Schools) was incredibly rude and stated it was """"vandalism"""" and reported it. How can this be and why are these descriptions considered negative?? Who decides what is """"reverted?"""" On Chirlane McCray's own Wikipedia site the word """"black"""" (I prefer African American) is mentioned SIX times and her sexuality is mentioned over and over again. These are not assertions at all and can be """"referenced"""" by an approved Wikipedia site and Chirlane McCray's own important writings. What is the problem?""",toxicity detection,
ftd72,"Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you. 2000",toxicity detection,
ftd73,"Well I will use my user page then, don't tell meyour gonna remove it too, because that will piss me off and drive me nuts. Also I am not making a personal ttack on Jimmy wales, I am saying he is a bit to greedy dont you think? He's got 6 million dollars already and now he's asking for more.",toxicity detection,
ftd74,"Its also expressly against guidelines to sneak in disallowed links in the discussion section, as Froman has done with his YouTube propaganda link above, but as evidenced throughout this page, the rules don't seem to be applied to Froman. Why don't you just go whole hog and add it to Feith's main page? There are plenty of unencyclopedic sources there now and no admin seems to have a problem with any link, anonymous, left wing, blogs, whatever you care to use seems to be fair game for Froman. 71.100.167.23",toxicity detection,
ftd75,"Please remove the redirect from the X-24C page, that aircraft was distinctly different in design, builder, mission, etc, and restore that aircrafts unique content to its page.75.67.80.68",toxicity detection,
ftd76,"Thanks for entering this article. There are a few errors, which I have corrected. It would have been nice if you had not simply cut and pasted the text from the Clear Lake article.",toxicity detection,
ftd77,"His name was Troy Tedford, not Troy Telford. I am looking at his orginal Discharge papers right now. I also have his orginal purple heart with 2 olc. The man was a war hero in the biggest World War ever. I myself am a Historian. History degree recieved Dec of 04 from ATU.",toxicity detection,
ftd78,It is interesting to note that both aircraft landed at the same airfield in Hawaii.,toxicity detection,
ftd79,Thanks for fixing that! Again an exquisite picture.,toxicity detection,
ftd80,and I would like to clamp down on them,toxicity detection,
ftd81,and man has also created new words even after modern languages have already been established,toxicity detection,
ftd82,"It's in the History, or more conveniently in your own contribs. Thank you for the explanation, but that wasn't a big deal. I was more upset by your second post—waving me off with a sneer about growing a thicker skin and a finger-waggle about """"profanity""""—treating me as an insensate piece of internet polemic rather than a fellow human attempting to give an honest account of herself. An account which Mackensen promptly removed, as you say. Well, I understand that trying to contribute to the workshop was a bad idea in the first place—running full tilt into Tony Sidaway, after managing to avoid him on IRC for a whole month, to the immeasureable improvement of my quality of life. Anyway. I've always seen you as somebody who stands up for the underdog — I remember praising your addition of this edit to the Harassment guideline—and I was sad to see there was no mutuality of respect. | talk .""",toxicity detection,
ftd83,some type and are on a soap box,toxicity detection,
ftd84,"Yes they are indeed. I've replaced that second one with a summary of Women's rights talk """,toxicity detection,
ftd85,"Anyone can do an in-text search for [2] and [3] and see the article does not rely mainly on one source (the publisher). In fact, the grand total of two citations referencing the publisher are for pure-facts issues such as the number of items (149,000) that are in the parts library",toxicity detection,
ftd86,"Can anybody find Gore's response to Bush's malaprop? Why didn't Gore, as the inventor of the darn thing, club him silly after that one?",toxicity detection,
ftd87,"Pls give a reply, yes or no.",toxicity detection,
ftd88,"Neither of the two added cites support the assertion: """"Misconception: Hyphens and dashes are the same glyphs"""". It remains unsourced, and as near as I can tell there's only one person making this claim, despite all the claims of """"consensus"""". Unsourced material gets removed. That's wiki policy, I've given you a month to find a source or reword the entry so that it reflects what the sources actually say. I'm restoring the citation needed tag, and if there's no source in a day or so the entry will be removed. """,toxicity detection,
ftd89,"I noticed you've also disclosed an association with Frank151 on your userpage; thanks for that! It makes working with you and knowing where you're coming from a lot easier. If you have any questions about my review of your article, do feel free to leave me a message or send me an email. Cheers. sonia♫ ",toxicity detection,
ftd90,"For your information, you have already been reported. Fair-minded? Talk about yourself and your refusal to allow for relevant information, which is factual, from being posted. You are obviously the biased party, and an inappropriate representative for Wikipedia.",toxicity detection,
ftd91,"Thanks for the copy-edit, OMG it reads so professional. ) I appreciate it a lot. Yeah, I knew that that would be a problem. Okay, here's the """"back story"""" to it. Danny had body paint while he was a robot during a sketch. During the after party, in which the theme was a black light one, everybody could see that Danny still had paint on him, as it hadn't washed off or something. To be sure, Jack had a black light switch in his apartment, and when Liz came in, he turned it on, which resulted in Liz having the paint all over her, see here. Or if whatever I just said doesn't make sense, read here and here (about the paint still on Danny and the black light attack).
Yeah, I thought maybe if people saw that, the GA note, they won't leave me a message. Though, that didn't work, as a user left me a message regarding an article I reviewed. This has to work in the future. I'm a have to make it better. I still haven't gotten the chance to see it, but I have to see it. I need to know what happened and stuff. Well, after I got the news that he lost, I started watching his DVD and telling myself that I'll never see his wrestling moves again. I didn't cry, I was just sad. The night on Raw, I lost it and cried. Whatever, I didn't think that was cool. Shawn didn't mind, but I did. Not really, I still don't see that """"face"""" like quality to him. I think they'll play Randy out like Triple H, you know, good with the crowd, but still have him """"heel-ish"""". Maybe cause all the new people are heel and they need some faces... who knows. Speaking of Randy, today's his birthday, turned 30. Well, if you remember, his first """"punted"""" victim was Shawn, so, nice to see that he did that to Cody... all in the storyline, Nici. ) You are welcome for Danielson and Miz, I guess.",toxicity detection,
ftd92,"PLEASE keep the list of colleges in Pittsburgh a list of colleges IN Pittsburgh. If you are not familar with the area, don't edit this list. Greensburg, Washington, McCandless, and California are NOT in Pittsburgh. Please don't be offended when I enforce this. Also, a Pittsburgh mailing address does not mean that the school is in Pittsburgh. The address extends far (in some place a 20 minute ride away).",toxicity detection,
ftd93,Until you find the way to put the 25 cites that were in the page back I am throught here.,toxicity detection,
ftd94,We descendants of Otman Baba trough Mehmed Ali Karakoç are Sunni Muslim's and not Alevis...,toxicity detection,
ftd95,Could you clarify? Do you want me to start an RFC? I don't see that one was listed in the page history of Talk:Rasmussen Reports.,toxicity detection,
ftd96,Atheism is full of bias shit,toxicity detection,
ftd97,"Just wanted to say good work for beating me to the revert on the Ned Kelly article, I always enjoy it when I know someone else is on the hunt for vandals. Happy Hunting. Cheers Pro """,toxicity detection,
ftd98,"Would data from the whole of California count for you? The private and public Waldorf schools in California have 'Personal Belief Exemption' rates of 12% to 88% of their kindergarten classes. Regardless of what the official position is - and I assert here, but would not do so in the article, that the 'official' position was a lie in order for Waldorf education to not appear like a complete cult - Waldorf students are grossly under vaccinated. That fact should be in the article.",toxicity detection,
ftd99,"Thanks for that. I'll take a deep breath and have a go at an intro tomorrow. I identified the source of the phrase London over the border, and showed that the boundary is contested in the footnote. I've clarified the diaspora section, and will justify the statements by reference to the Victoria History articles on West Ham and East Ham. Hopefully, I'll struggle to a justification without substantially changing the outcome of the previous discussions. Then move onto to standardising the references, probably section by section.",toxicity detection,
ftd100,"Dear Jimbo, German wikipedia is proud to present the article of the day: http://de.wikipedia.org/wiki/Wikipedia:Hauptseite . Really thrilling, really amazing, worth a glimpse: http://de.wikipedia.org/wiki/Fremdk%C3%B6rper_in_Anus_und_Rektum You might improve your German reading it, there's a lot to learn.",toxicity detection,
