inputID,input,task,source
nc28,"Hewlett-Packard shares fall after disappointing third-quarter profits, while the firm warns the final quarter will also fall short of expectations.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc29,One of the oldest textile operators on the Indian Ocean island of Mauritius last week shut seven factories and cut 900 jobs.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc30,"Chad asks the IMF for a loan to pay for looking after more than 100,000 refugees from conflict-torn Darfur in western Sudan.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc31,The company running the Japanese nuclear plant hit by a fatal accident is to close its reactors for safety checks.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc32,"Trevor Baylis, the veteran inventor famous for creating the Freeplay clockwork radio, is planning to float his company on the stock market.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc33,"Saudi Arabia says it is ready to push an extra 1.3 million barrels a day of oil into the market, to help reverse surging prices.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc34,A group led by the UAE's Etisalat plans to spend \$1bn (544m) on expansion after winning two mobile phone licences in Saudi Arabia.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc35,Network Rail flies in specialist Indian engineers to work on the West Coast Mainline because of a UK skills shortage.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc36,BEDFORD -- Scientists at NitroMed Inc. hope their experimental drugs will cure heart disease someday. But lately their focus has been on more mundane matters.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc37,I've submitted my bid to buy shares of Google Inc. in the computer search company's giant auction-style initial public offering. That could turn out to be the good news or the bad news.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc38,"Massachusetts bargain hunters showed up in droves and shopped hard on yesterday's sales tax holiday, buying everything from treadmills and snow blowers to candles and chandeliers, and crediting the 5-percent tax break with bringing them into the stores.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc39,"E-mail is a victim of its own success. That's the conclusion of IBM Corp. researchers in Cambridge, who have spent nearly a decade conducting field tests at IBM and other companies about how employees work and use electronic mail. It's clear to them that e-mail has become the Internet's killer application.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc40,"Even a genius can mess up. Bill Gates was a brilliant technologist when he cofounded Microsoft , but as he guided it to greatness in both size and historical consequence, he blundered. He terrorized underlings with his temper and parceled out praise like Scrooge gave to charity. Only the lash inspired the necessary aggressiveness to beat the competition, he thought.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc41,"Target the abusers of legal weapons We can all share the outrage, expressed by columnist Steve Bailey (''Summer Sizzler, quot; Aug. 11), at the killings in the city's poor neighborhoods. But there's no need to share his ignorance. He argues for renewal of the so-called assault weapon ban, claiming that otherwise, ''UZIs and AK-47s could again be flooding the streets. quot; His ...",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc42,"President Bush has been saying that the US economy has ''turned the corner. quot; Democratic presidential candidate Senator John F. Kerry, in the wake of this month's poor jobs report, quipped that it was more like a U-turn.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc43,"A Marlborough-based technology company is suing five former employees, including three senior managers, for allegedly conspiring against their employer while working on opening a competing business.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc44,"Central Square in Lynn should be looking a bit brighter. New sidewalks, curbs, fences, lights, landscaping, and road improvements are planned for the Gateway Artisan Block, a key area of the square, with \$830,000 in state grant money given to Lynn last week.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc45,"Central Square in Lynn should be looking a bit brighter. New sidewalks, curbs, fences, lights, landscaping, and road improvements are planned for the Gateway Artisan Block, a key area of the square, with \$830,000 in state grant money given to Lynn last week.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc46,"A lawsuit against Gary Winnick, the former chief of Global Crossing, refocuses attention on what Mr. Winnick knew about his company's finances as it imploded.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc47,Russia is again emerging as a superpower - but the reason has less to do with nuclear weapons than with oil.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc48,"Kevin B. Rollins, the new chief executive of Dell, talks about Dell's transitory slip in customer service, and why he sees a broader technology recovery taking place.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc49,"With the country in need of cash and rich people dying to show off their wealth, Mr. Stein proposes a unique solution: having the government sell titles of nobility.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc50,Quality Distribution is hammered after reporting a large loss for the second quarter.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc51,"If Hurricane Charley blows your house down, how can you make your insurance company pay?",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc52,The company's results show that it's not grim all over tech world. Just all of it that isn't Dell.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc53,"After a tough year, Detroit's troubled carmaker is back -- thanks to a maverick designer and a car that is dazzling the hip-hop crowd",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc54,Americans are spending more on tricking out the places where they swim. Here's a look at the new wave of accessories,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc55,In 1993 six geeks had a digital nightmare that changed the culture. It's about to get far creepier,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc56,Celebrity fashion is booming. These webpreneurs are bringing it to main street,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc57,No other recording artist can channel American middle-class tastes quite like Chip Davis and his best-selling band,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc58,Got a unique problem? Not to worry: you can find a financial planner for every specialized need,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc59,"Today's customers are increasingly demanding, in Asia as elsewhere in the world.  Henry Astorga describes the complex reality faced by today's marketers, which includes much higher expectations than we have been used to.  Today's customers want performance, and they want it now!",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc60,"Well, it's election time in the Republic of the Philippines, and that means the monkeys are rolling around in those political barrels, having as much fun as they can while laughing their heads off at the strange goings-on that characterize a democratic process loosely based on the American model  but that de facto looks more like a Fellini movie crossed with a Tom and Jerry cartoon - column includes a useful election-year glossary!",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc61,"Why General Motors dropped the Oldsmobile. The four brand  paradoxes GM had to face - the name, the product, image re-positioning, and the consumer - all added up to a brand that had little hope of rebranding.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc62,"Although a smattering of Chinese, Filipinos, Japanese, Indians, Thais, and others may crow about seeing their kind sitting in prominent positions in corporations and organizations in the USA, these accomplishments become mere cultural high-fives and ritualistic chest-thumping goaded and impishly patronized by 'mainstream society' - the milder and gentler term for the white-dominated populace.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc63,"The Blues is alive and well in the Philippines, as evidenced by this appreciation of the Pinoy Blues band 'Lampano Alley', penned by columnist Clarence Henderson as a counterpoint to his usual economics, business, and culture fare.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc64,"Globalization does strange things to people. A day in the life of a Manila Philippines based business consultant - proving that you really CAN talk about Muddy Walters, bluegrass and work all on the same page...",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc65,"The new APMF survey of the best Asian tourism destinations has just kicked off, but it's crowded at the top, with Chiang Mai in Thailand just leading from perennial favourites Hong Kong, Bangkok and Phuket in Thailand, and Bali in  Indonesia. Be one of the first to vote and let us know your reasons.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc66,"One of our new categories in the APMF Sense of Place survey is for best Asian business city. After a couple of days, Singapore leads the pack, followed by Bangkok, Thailand and Hong Kong. Enter your vote and comments and make your views count. More new categories include best city for livability, and best tourism destinations.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc67,"I grew up in New York, where giant alligators -- sometimes more ornately described as albino alligators -- were rumored to roam the citys sewer systems. According to legend, vacationers picked up the tiny crocodilians in Florida, brought them home to New York, and eventually flushed the little buggers when they grew too big for the local concrete jungle.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc68,"Do most IT projects fail? Some point to the number of giant consultancies such as IBM Global Services, Capgemini, and Sapient, who feed off bad experiences encountered by enterprises. Sapient is a company founded on the realization that IT projects are not successful, says Sapient CTO Ben Gaucherin.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc69,BEA Systems Inc. has hired the Computer Associates International Inc. executive responsible for CA's Unicenter line of enterprise management software to head BEA's product development group.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc70,"Autodesk  this week unwrapped an updated version of its hosted project collaboration service targeted at the construction and manufacturing industries. Autodesk Buzzsaw lets multiple, dispersed project participants -- including building owners, developers, architects, construction teams, and facility managers -- share and manage data throughout the life of a project, according to Autodesk officials.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc71,"LONDON -- The U.K.'s National Health Service (NHS) has tapped IT researcher Gartner Inc. to provide market intelligence services as the health organization forges ahead with a mammoth, 5 billion (\$9.2 billion) project to upgrade its information technology infrastructure.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc72,"Even though Google's two founders gave an interview to Playboy magazine in the midst of its IPO filing, the SEC allowed the company's offering to go ahead. The boys filed the interview with the SEC and corrected mistakes in it.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc73,An interview with Google's co-founders due out in the current issue of Playboy may delay the company's IPO. Securities regulations restrict what executives can say while preparing to sell stock for the first time.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc74,A music retailer from the Netherlands beats Apple by launching a download service in Europe's latest market battleground. Also: Movie industry wrests agreement from defunct company.... Microsoft challenges Photoshop   hellip;. and more.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc75,Hewlett-Packard will pay \$297 million for the British company. Also: TiVo goes all out to attract customers   hellip;. Sprint offers service guarantees for business wireless subscribers   hellip;. and more.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc76,"Verizon plans to offer a service that would act as a virtual switchboard operator, letting customers stay in touch at all times. The program would send phone calls, voicemails and e-mails wherever customers designate. By Elisa Batista.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc77,A new Internet advertising forecast shows a slowdown in paid search listings in the next five years. Will the projection affect Google's prospects when it goes public?,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc78,"Blogs are the hottest thing on the Net, but are they messing with traditional publishing principles? One of the most popular, Fark.com, is allegedly selling links. Is it the wave of the future? By Daniel Terdiman.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc79,"Reuters - Was absenteeism a little high\on Tuesday among the guys at the office? EA Sports would like\to think it was because ""Madden NFL 2005"" came out that day,\and some fans of the football simulation are rabid enough to\take a sick day to play it.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc80,"Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc81,Reuters - America Online on Thursday said it\plans to sell a low-priced PC targeting low-income and minority\households who agree to sign up for a year of dialup Internet\service.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc82,"Reuters - A group of consumer electronics\makers said on Wednesday they approved the format for a new\generation of discs that can store five times the data of DVDs\at the same cost -- enough to put a full season of ""The\Sopranos"" on one disc.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc83,Reuters - The mystery of what went wrong for the\software industry in late June when sales stalled at more than\20 brand-name companies is not even close to being solved\although the third quarter is nearly halfway over.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc84,AP - The Norwegian hacker famed for developing DVD encryption-cracking software has apparently struck again  #151; this time breaking the locks on Apple Computer Inc.'s wireless music streaming technology.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc85,Reuters - The ability to download complete\tracks directly over cell-phone networks to mobile phones is\becoming a reality in Europe.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc86,"Reuters - Oracle Corp. sales documents\detailing highly confidential information, such as which\companies receive discounts on Oracle's business software\products and the size of the discounts, are likely to be made\public, a federal judge said on Friday.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc87,PC World - Developers get early code for new operating system 'skin' still being crafted.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc88,"MacCentral - Apple Computer Inc. will open its second Japanese retail store later this month in the western Japanese city of Osaka, it said Thursday.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc89,AP - Hurricane Charley's 145-mph force took forecasters by surprise and showed just how shaky a science it still is to predict a storm's intensity  #151; even with all the latest satellite and radar technology.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc90,"AP - With more than 4,000 scientists, including 48 Nobel Prize winners, having signed a statement opposing the Bush administration's use of scientific advice, this election year is seeing a new development in the uneasy relationship between science and politics.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc91,"AP - A former dormitory converted to classrooms at the Pensacola Naval Air Station was dedicated Friday to two Columbia astronauts who were among the seven who died in the shuttle disaster Feb. 1, 2003.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc92,"AP - A Russian cargo ship docked with the international space station Saturday, bringing food, water, fuel and other items to the two-man Russian-American crew, a space official said.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc93,"AP - Along the banks of the canal, women in rowboats grill fish and sell fresh bananas. Families eat on floating pavilions, rocked gently by waves from passing boats.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc94,"Reuters - Tyrannosaurus Rex grew incredibly fast\during a teenaged growth spurt that saw the dinosaur expand its\bulk by six times, but the fearsome beasts ""lived fast and died\young,"" researchers said on Wednesday.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc95,"Reuters - Procrastinating monkeys were turned\into workaholics using a gene treatment to block a key brain\compound, U.S. researchers reported on Wednesday.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc96,Reuters - Some people are born to be the life and\soul of the party -- and so it seems are some dolphins.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc97,"Reuters - As Shakespeare said, a rose by any other\name would smell as sweet. Right?",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc98,"Reuters - British scientists said on Wednesday\they had received permission to clone human embryos for medical\research, in what they believe to be the first such license to\be granted in Europe.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc99,SPACE.com - An expedition of Russian researchers claims to have found evidence that an \  alien spaceship had something to do with a huge explosion over Siberia in 1908. \  Experts in asteroids and comets have long said the massive blast was caused \  by a space rock.,news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
nc100,"SPACE.com - A nearby star thought to harbor comets and asteroids now appears to be home to planets, too. The presumed worlds are smaller than Jupiter and could be as tiny as Pluto, new observations suggest.",news classification,Adversary Training Corpora (https://drive.google.com/drive/folders/1N-FYUa5XN8qDs4SgttQQnrkeTXXAXjTv)
