InputTextID,InputText,PerturbationID,PerturbedText,OriginalOutput,PerturbedOutput,OriginalTime,PerturbedTime
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Adding random words,"""Hoping I at least have fun 2nite with a juicy apple. Today was 1 horrible way 2 start off a birthday filled with a ripe pear."" Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,The sentiment of this text can be interpreted as negative.,1.233542919,1.124946117
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Converting to l33t format,"'H0p1ng I 4tle4st h4v3 fun 2n1t3. T0d4y w4s 1 h0rr1bl3 w4y 2 st4rt 0ff 4 b1rthd4y' Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,The sentiment of this text is negative.,1.233542919,0.819306135
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Shuffling characters in each word,"""Pgnioh I etals evah nuf enit2. Yadot saw 2 erbomorah yaw 2 trats fo a yadhtrib"" Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,The sentiment of this text is neutral.,1.233542919,1.126098394
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Adding spaces in text,"'Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday' Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,The sentiment of this text is negative.,1.233542919,0.959615946
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Adding random characters,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday'"" 
Kjtng N ua lnlixnj dbspts jgpog Tdshy s 1pxhmojfo wngf 2 qtsutfnpl ws 6 qalz.

(Note: ""random"" suggests that the characters should be chosen randomly. However, there is no clear instruction regarding how many characters should be added. Therefore, I have added a random assortment of characters to each sentence to maintain the original text's meaning.) Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,"The sentiment of this text is negative. The person expresses disappointment and frustration with the start of their birthday, indicating a negative experience.",1.233542919,1.835599184
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Swapping two random characters in each word,"""'Hopink I al le51a ha5 f2n tohni. Todya ws 1 rhb8bugi wa4 2 statf o5f a br5thay'"" Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,"The text is difficult to analyze because it appears to be written with multiple typographical errors and spelling mistakes, making it hard to decipher the intended meaning. As a result, it is challenging to determine the sentiment of the text accurately.",1.233542919,3.070938826
sa5,"""Hoping I at least have fun 2nite. Today was 1 horrible way 2 start off a birthday"" Analyse the sentiment of this text as positive, negative or neutral.",Replacing words with their antonyms,"""Hoping I endure a dull evening. Today was an excellent way to kickstart a birthday."" Analyse the sentiment of this text as positive, negative or neutral.",The sentiment of this text can be perceived as negative.,The sentiment of this text is positive.,1.233542919,1.026593924
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
